label	statement
0	Says two-thirds of groups targeted for IRS scrutiny were not conservative.
0	Says Donald Trumps Make America Great Again caps are made in China.
1	Welcome to #Houston, the most #diverse city in #America.
0	Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.
0	Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.
1	Says Chris Christie inherited the highest taxes in America and the worst unemployment in the region.
1	The Interior Department is in charge of salmon while theyre in fresh water, but the Commerce Department handles them when theyre in saltwater.
0	Bill White ... supports the ObamaCare socialized medicine plan, as well as Cap and Trade legislation that would kill thousands of Texas jobs.
1	Currently, Florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.
0	Says protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car.
1	The presidents budget would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.
1	Says Donald Trump supports the Wall Street bailout.
1	Oregons budget has grown by 49 percent in just four years.
1	In April, Sen. McCain came out against helping women earn equal pay for equal work.
1	We lock up close to 2.4 million people in this country. Were locking up more people than China and Russia.
1	Austin has over 1,000 city employees that make six-figure salaries.
1	The employer mandate affects only 5 percent of businesses in this country.
1	Since 1990, in inflation-adjusted dollars, per-student funding of the (Florida) state university system from general revenue has dropped by about $4,000.
1	We jumped 11 places since beginning this year in terms of being job-friendly.
0	A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008.
0	As Florida secretary of state, Kurt Browning allowed 1,800 illegal voters to register in Florida.
1	Forty percent of union members voted Republican in 2008.
0	Lindsey Graham endorsed Charlie Crist for U.S. Senate.
1	Research even shows that sending more girls to school can boost an entire countrys GDP.
1	The Milwaukee County Boards staff grew from four workers to 38 over four decades and now costs taxpayers a lot more, while the total county workforce was more than cut in half in the same period.
1	The oil and natural gas industry provides or supports 141,600 jobs in Georgia.
1	Says President Barack Obama promised a pathway to citizenship to undocumented immigrants and didnt deliver jack squat on any of it.
1	Says theres no proven instance where hydraulic fracking has polluted groundwater.
1	Almost 400 arrests in the city last year for panhandling-related offenses involved just 78 suspects, an indication that the same people are panhandling over and over.
1	Republicans approved 12 times larger tax breaks for people making over 350 grand than for the average middle-class person.
1	Says Connie Macks Penny Plan would cut over $200 billion out of Medicare, over $1 trillion out of Social Security. ... $3 trillion out of defense.
1	"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens."""
1	Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and Harrisburg has lost 40 percent of its manufacturing jobs since 2001.
1	The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.
1	An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.
1	Mike Huckabee raised taxes on dog groomers!
1	Rick Scott wants to take us back to the days of insurance companies denying coverage for pre-existing conditions.
1	Says Rick Scott presided over cuts to the Bright Futures college scholarship program.
1	Every 10th dollar spent by the Social Security Administration on its program for the poor is waste, or fraud, they cant validate that the people should have gotten it, totaling about $8 billion a year.
0	I was banned from talking about Bill Ayers during the 2008 presidential campaign.
1	The Bush-era tax cuts failed to increase employment and work-force participation fell in 2001 and has never returned to the record level set in 2000.
1	(Deborah) Ross defends those who want to burn the American flag, and even called efforts to ban flag-burning ridiculous, yet refused to help a disabled veteran fly the flag.
1	Wisconsin Republicans repealed a statewide fair pay law that made sure women are treated fairly on the job.
1	The Washington Times ... pointed out that we had succeeded where previous administrations had failed on spending cuts.
